line,class_value
"          memcpy( encr_iv + encr_iv_offset + key_info->encr_spec->salt_len, iv, iv_len )_",0
    case LOCATOR_KIND_DTLS: {,0
"		{ &hf_nfs4_offload_statuses, {",0
"@Checksum Errors@eth.fcs.status==""Bad"" || ip.checksum.status==""Bad"" || tcp.checksum.status==""Bad"" || udp.checksum.status==""Bad"" || sctp.checksum.status==""Bad"" || mstp.checksum.status==""Bad"" || cdp.checksum.status==""Bad"" || edp.checksum.status==""Bad"" || wlan.fcs.status==""Bad"" || stt.checksum.status==""Bad""@[4718,10030,11796][63479,34695,34695]",0
  [Checksum Status: Good (1)],0
static int hf_checksum_crc32c  = -1_,1
"      proto_tree_add_checksum(udp_tree, tvb, offset + 6, hfi_udp_checksum.id, hfi_udp_checksum_status.id, NULL, pinfo, 0, ENC_BIG_ENDIAN, PROTO_CHECKSUM_NOT_PRESENT)_",0
"						proto_item_append_text(ti, "" [incorrect, should be 0x%08x]"", computed_checksum)_",0
 *128,0
                if (ke_modes_length) {,0
                if (auth_modes_length) {,0
		if (pkt_len > (tvb_reported_length(tvb) + offset)) {,1
    return 4_,0
  if (isakmp_version <= 1) {,0
"/* out: *headerlen, *optlen, *subtree, *attr_item, *attr_type */",0
"        packet = wmem_alloc0(wmem_file_scope(), sizeof(dof_packet_data))_",0
    g_assert_not_reached()_,0
"	EXTCAP_BASE_OPTIONS,",1
static void help(const char* binname),0
				case 11:,1
"	*sockfd = socket(AF_INET, SOCK_DGRAM, 0)_",0
"AC_ARG_ENABLE(udpdump,",0
"	AC_HELP_STRING( [--enable-udpdump],",0
"		[build udpdump @<:@default=no@:>@]),",0
"	[],[enable_udpdump=no])",0
"if test ""x$have_extcap"" != xyes_ then",0
"	AC_MSG_RESULT([no, extcap disabled])",0
	enable_udpdump=no,0
"elif test ""x$enable_udpdump"" = ""xyes"" _ then",0
	AC_MSG_RESULT(yes),0
else,0
	AC_MSG_RESULT(no),0
	int i_,0
S<[ B<--help> ]>,1
S<[ B<--version> ]>,1
S<[ B<--extcap-interfaces> ]>,1
S<[ B<--extcap-dlts> ]>,1
S<[ B<--extcap-interface>=E<lt>interfaceE<gt> ]>,1
S<[ B<--extcap-config> ]>,1
S<[ B<--capture> ]>,1
S<[ B<--fifo>=E<lt>path to file or pipeE<gt> ]>,1
	for (i = 0_ i < argc_ i++),0
"	if (!payload || !g_ascii_strcasecmp(payload, """"))",1
                ret = EXIT_CODE_GENERIC_,1
                return EXIT_CODE_GENERIC_,1
    gint32   length_,0
    guint16                api_level_,0
                return EXIT_FAILURE_,1
"    if (!ws_strtoi32(buffer + 4, &length) || length < 0)",1
"        if (!ws_strtou16(response, &api_level)) {",0
"                if (!ws_strtou64(response, &val) || val == 0) {",1
	g_strfreev(parts)_,1
"				g_warning(""Invalid paramets maxbytes: %s (max value is %u)"",",1
"		""^[\\dA-Z]{8,8}:\\s+([\\dA-Z]{2,8})\\s+([\\dA-Z]{2,8}){0,1}\\s+([\\dA-Z]{2,8}){0,1}\\s+([\\dA-Z]{2,8}){0,1}.*"",",1
"			if (!ws_strtou32(*part, &value))",0
"			if (!ws_strtou16(optarg, &remote_port)) {",1
"			if (!ws_strtou64(optarg, &count))",1
"    if (!ws_strtou64(buffer + 4, &length))",0
"            response = adb_send_and_read(sock, adb_hcidump_version, helpful_packet, sizeof(helpful_packet), &data_length)_",0
"            *bt_local_tcp_port = (unsigned short) g_ascii_strtoull(optarg, NULL, 10)_",1
"			if (ws_strtou64(optarg, &count) != EXIT_SUCCESS)",1
    if (center_freq != -1),0
"        err_str_ = tr(""Unable to save RTP data."")_",0
        err_str_ = QString(err_msg)_,0
			exit(1)_,0
"      if (!ws_strtoi32(csec, NULL, &num)) {",1
      csec[csec_len - 1] = '\0'_,0
      if (csec_len > 0 && csec_len <= 9) {,0
"  { 0, 10, 100, 1000, 10000, 100000, 1000000, 10000000, 100000000, 1000000000 }_",0
"	proto_tree_add_item(tree, hf_nfs_fh_pd_flags, tvb, offset + 4, 4, flags & PD_FLAGS_MASK)_",0
"	proto_tree_add_uint(tree, hf_nfs_fh_pd_version, tvb, offset + 8, 2, (guint16)(flags & PD_VERSION_MASK))_",0
"	proto_tree_add_uint64(tree, hf_nfs_fh_pd_inum, tvb, offset + 10, 8, inum)_",0
"            opcode = tvb_get_letohs(tvb, offset)_",1
"        ret = g_hash_table_insert(ifaces, g_strdup(interface->call), interface)_",0
"static gboolean interfaces_cb(const gchar *extcap, const gchar *ifname _U_, gchar *output, void *data,",0
        added_to_hash_list = FALSE_,0
static int proto_can = -1_,0
	int * can_flags[] = {,1
	int * can_flags_fd[] = {,0
"	{ LINUX_SLL_P_CANFD,	""CANFD"" },",0
static dissector_handle_t socketcan_bigendian_handle_,0
"		&hf_canfd_brsflag,",0
"		col_append_str(pinfo->cinfo, COL_INFO, ""   (Remote Transmission Request)"")_",0
	if (canfd_flags & CANFD_USE),0
"	while(g_hash_table_iter_next(&iter, &pkey, NULL))",0
"	if(g_hash_table_lookup_extended(table, ptr, NULL, &pdata))",0
    const char *prefval = _argument->pref_valptr ? *_argument->pref_valptr : NULL_,1
"                                  ""Extension (t=%u,l=%u): %s"", ext_type, ext_len, val_to_str(ext_type,",0
/* packet-ssl-utils.c,0
 * ssl manipulation functions,0
 * By Paolo Abeni <paolo.abeni@email.com>,0
" * Copyright (c) 2013, Hauke Mehrtens <hauke@hauke-m.de>",0
" * Copyright (c) 2014, Peter Wu <peter@lekensteyn.nl>",0
#define ZLIB_CONST,0
#include <zlib.h>,0
#include <errno.h>,0
#include <epan/strutil.h>,0
#include <epan/addr_resolv.h>,0
#include <epan/ipv6.h>,0
#include <wsutil/filesystem.h>,0
#include <wsutil/report_err.h>,0
#include <wsutil/pint.h>,0
#include <ws_version_info.h>,0
"#include ""packet-x509af.h""",0
"#include ""packet-x509if.h""",0
"#include ""packet-ssl-utils.h""",0
"#include ""packet-ssl.h""",0
#if defined(HAVE_LIBGNUTLS) && defined(HAVE_LIBGCRYPT),0
#include <gnutls/abstract.h>,0
/* Lookup tables {{{ */,0
const value_string ssl_version_short_names[] = {,0
"    { SSL_VER_UNKNOWN,      ""SSL"" },",0
"    { SSLV2_VERSION,        ""SSLv2"" },",0
"    { SSLV3_VERSION,        ""SSLv3"" },",0
"    { TLSV1_VERSION,        ""TLSv1"" },",0
"    { TLSV1DOT1_VERSION,    ""TLSv1.1"" },",0
"    { TLSV1DOT2_VERSION,    ""TLSv1.2"" },",0
"    { DTLSV1DOT0_VERSION,   ""DTLSv1.0"" },",0
"    { DTLSV1DOT2_VERSION,   ""DTLSv1.2"" },",0
"    { DTLSV1DOT0_OPENSSL_VERSION, ""DTLS 1.0 (OpenSSL pre 0.9.8f)"" },",0
"    { PCT_VERSION,          ""PCT"" },",0
const value_string ssl_20_msg_types[] = {,0
"    { SSL2_HND_ERROR,               ""Error"" },",0
"    { SSL2_HND_CLIENT_HELLO,        ""Client Hello"" },",0
"    { SSL2_HND_CLIENT_MASTER_KEY,   ""Client Master Key"" },",0
"    { SSL2_HND_CLIENT_FINISHED,     ""Client Finished"" },",0
"    { SSL2_HND_SERVER_HELLO,        ""Server Hello"" },",0
"    { SSL2_HND_SERVER_VERIFY,       ""Server Verify"" },",0
"    { SSL2_HND_SERVER_FINISHED,     ""Server Finished"" },",0
"    { SSL2_HND_REQUEST_CERTIFICATE, ""Request Certificate"" },",0
"    { SSL2_HND_CLIENT_CERTIFICATE,  ""Client Certificate"" },",0
/* http://www.iana.org/assignments/tls-parameters/tls-parameters.xhtml */,0
/* Note: sorted by ascending value so value_string-ext can do a binary search */,0
static const value_string ssl_20_cipher_suites[] = {,0
"    { 0x000000, ""TLS_NULL_WITH_NULL_NULL"" },",0
"    { 0x000001, ""TLS_RSA_WITH_NULL_MD5"" },",0
"    { 0x000002, ""TLS_RSA_WITH_NULL_SHA"" },",0
"    { 0x000003, ""TLS_RSA_EXPORT_WITH_RC4_40_MD5"" },",0
"    { 0x000004, ""TLS_RSA_WITH_RC4_128_MD5"" },",0
"    { 0x000005, ""TLS_RSA_WITH_RC4_128_SHA"" },",0
"    { 0x000006, ""TLS_RSA_EXPORT_WITH_RC2_CBC_40_MD5"" },",0
"    { 0x000007, ""TLS_RSA_WITH_IDEA_CBC_SHA"" },",0
"    { 0x000008, ""TLS_RSA_EXPORT_WITH_DES40_CBC_SHA"" },",0
"    { 0x000009, ""TLS_RSA_WITH_DES_CBC_SHA"" },",0
"    { 0x00000a, ""TLS_RSA_WITH_3DES_EDE_CBC_SHA"" },",0
"    { 0x00000b, ""TLS_DH_DSS_EXPORT_WITH_DES40_CBC_SHA"" },",0
"    { 0x00000c, ""TLS_DH_DSS_WITH_DES_CBC_SHA"" },",0
"    { 0x00000d, ""TLS_DH_DSS_WITH_3DES_EDE_CBC_SHA"" },",0
"    { 0x00000e, ""TLS_DH_RSA_EXPORT_WITH_DES40_CBC_SHA"" },",0
"    { 0x00000f, ""TLS_DH_RSA_WITH_DES_CBC_SHA"" },",0
"    { 0x000010, ""TLS_DH_RSA_WITH_3DES_EDE_CBC_SHA"" },",0
"    { 0x000011, ""TLS_DHE_DSS_EXPORT_WITH_DES40_CBC_SHA"" },",0
"    { 0x000012, ""TLS_DHE_DSS_WITH_DES_CBC_SHA"" },",0
"    { 0x000013, ""TLS_DHE_DSS_WITH_3DES_EDE_CBC_SHA"" },",0
"    { 0x000014, ""TLS_DHE_RSA_EXPORT_WITH_DES40_CBC_SHA"" },",0
"    { 0x000015, ""TLS_DHE_RSA_WITH_DES_CBC_SHA"" },",0
"    { 0x000016, ""TLS_DHE_RSA_WITH_3DES_EDE_CBC_SHA"" },",0
"    { 0x000017, ""TLS_DH_anon_EXPORT_WITH_RC4_40_MD5"" },",0
"    { 0x000018, ""TLS_DH_anon_WITH_RC4_128_MD5"" },",0
"    { 0x000019, ""TLS_DH_anon_EXPORT_WITH_DES40_CBC_SHA"" },",0
"    { 0x00001a, ""TLS_DH_anon_WITH_DES_CBC_SHA"" },",0
"    { 0x00001b, ""TLS_DH_anon_WITH_3DES_EDE_CBC_SHA"" },",0
"    { 0x00001c, ""SSL_FORTEZZA_KEA_WITH_NULL_SHA"" },",0
"    { 0x00001d, ""SSL_FORTEZZA_KEA_WITH_FORTEZZA_CBC_SHA"" },",0
"    { 0x00001e, ""SSL_FORTEZZA_KEA_WITH_RC4_128_SHA"" },",0
    /* RFC 2712 */,0
"    { 0x00001E, ""TLS_KRB5_WITH_DES_CBC_SHA"" },",0
"    { 0x00001F, ""TLS_KRB5_WITH_3DES_EDE_CBC_SHA"" },",0
"    { 0x000020, ""TLS_KRB5_WITH_RC4_128_SHA"" },",0
"    { 0x000021, ""TLS_KRB5_WITH_IDEA_CBC_SHA"" },",0
"    { 0x000022, ""TLS_KRB5_WITH_DES_CBC_MD5"" },",0
"    { 0x000023, ""TLS_KRB5_WITH_3DES_EDE_CBC_MD5"" },",0
"    { 0x000024, ""TLS_KRB5_WITH_RC4_128_MD5"" },",0
"    { 0x000025, ""TLS_KRB5_WITH_IDEA_CBC_MD5"" },",0
"    { 0x000026, ""TLS_KRB5_EXPORT_WITH_DES_CBC_40_SHA"" },",0
"    { 0x000027, ""TLS_KRB5_EXPORT_WITH_RC2_CBC_40_SHA"" },",0
"    { 0x000028, ""TLS_KRB5_EXPORT_WITH_RC4_40_SHA"" },",0
"    { 0x000029, ""TLS_KRB5_EXPORT_WITH_DES_CBC_40_MD5"" },",0
"    { 0x00002A, ""TLS_KRB5_EXPORT_WITH_RC2_CBC_40_MD5"" },",0
"    { 0x00002B, ""TLS_KRB5_EXPORT_WITH_RC4_40_MD5"" },",0
    /* RFC 4785 */,0
"    { 0x00002C, ""TLS_PSK_WITH_NULL_SHA"" },",0
"    { 0x00002D, ""TLS_DHE_PSK_WITH_NULL_SHA"" },",0
"    { 0x00002E, ""TLS_RSA_PSK_WITH_NULL_SHA"" },",0
    /* RFC 5246 */,0
"    { 0x00002f, ""TLS_RSA_WITH_AES_128_CBC_SHA"" },",0
"    { 0x000030, ""TLS_DH_DSS_WITH_AES_128_CBC_SHA"" },",0
"    { 0x000031, ""TLS_DH_RSA_WITH_AES_128_CBC_SHA"" },",0
"    { 0x000032, ""TLS_DHE_DSS_WITH_AES_128_CBC_SHA"" },",0
"    { 0x000033, ""TLS_DHE_RSA_WITH_AES_128_CBC_SHA"" },",0
"    { 0x000034, ""TLS_DH_anon_WITH_AES_128_CBC_SHA"" },",0
"    { 0x000035, ""TLS_RSA_WITH_AES_256_CBC_SHA"" },",0
"    { 0x000036, ""TLS_DH_DSS_WITH_AES_256_CBC_SHA"" },",0
"    { 0x000037, ""TLS_DH_RSA_WITH_AES_256_CBC_SHA"" },",0
"    { 0x000038, ""TLS_DHE_DSS_WITH_AES_256_CBC_SHA"" },",0
"    { 0x000039, ""TLS_DHE_RSA_WITH_AES_256_CBC_SHA"" },",0
"    { 0x00003A, ""TLS_DH_anon_WITH_AES_256_CBC_SHA"" },",0
"    { 0x00003B, ""TLS_RSA_WITH_NULL_SHA256"" },",0
"    { 0x00003C, ""TLS_RSA_WITH_AES_128_CBC_SHA256"" },",0
"    { 0x00003D, ""TLS_RSA_WITH_AES_256_CBC_SHA256"" },",0
"    { 0x00003E, ""TLS_DH_DSS_WITH_AES_128_CBC_SHA256"" },",0
"    { 0x00003F, ""TLS_DH_RSA_WITH_AES_128_CBC_SHA256"" },",0
"    { 0x000040, ""TLS_DHE_DSS_WITH_AES_128_CBC_SHA256"" },",0
"    { 0x000041, ""TLS_RSA_WITH_CAMELLIA_128_CBC_SHA"" },",0
"    { 0x000042, ""TLS_DH_DSS_WITH_CAMELLIA_128_CBC_SHA"" },",0
"    { 0x000043, ""TLS_DH_RSA_WITH_CAMELLIA_128_CBC_SHA"" },",0
"    { 0x000044, ""TLS_DHE_DSS_WITH_CAMELLIA_128_CBC_SHA"" },",0
"    { 0x000045, ""TLS_DHE_RSA_WITH_CAMELLIA_128_CBC_SHA"" },",0
"    { 0x000046, ""TLS_DH_anon_WITH_CAMELLIA_128_CBC_SHA"" },",0
"    { 0x000047, ""TLS_ECDH_ECDSA_WITH_NULL_SHA"" },",0
"    { 0x000048, ""TLS_ECDH_ECDSA_WITH_RC4_128_SHA"" },",0
"    { 0x000049, ""TLS_ECDH_ECDSA_WITH_DES_CBC_SHA"" },",0
"    { 0x00004A, ""TLS_ECDH_ECDSA_WITH_3DES_EDE_CBC_SHA"" },",0
"    { 0x00004B, ""TLS_ECDH_ECDSA_WITH_AES_128_CBC_SHA"" },",0
"    { 0x00004C, ""TLS_ECDH_ECDSA_WITH_AES_256_CBC_SHA"" },",0
"    { 0x000060, ""TLS_RSA_EXPORT1024_WITH_RC4_56_MD5"" },",0
"    { 0x000061, ""TLS_RSA_EXPORT1024_WITH_RC2_CBC_56_MD5"" },",0
"    { 0x000062, ""TLS_RSA_EXPORT1024_WITH_DES_CBC_SHA"" },",0
"    { 0x000063, ""TLS_DHE_DSS_EXPORT1024_WITH_DES_CBC_SHA"" },",0
"    { 0x000064, ""TLS_RSA_EXPORT1024_WITH_RC4_56_SHA"" },",0
"    { 0x000065, ""TLS_DHE_DSS_EXPORT1024_WITH_RC4_56_SHA"" },",0
"    { 0x000066, ""TLS_DHE_DSS_WITH_RC4_128_SHA"" },",0
"    { 0x000067, ""TLS_DHE_RSA_WITH_AES_128_CBC_SHA256"" },",0
"    { 0x000068, ""TLS_DH_DSS_WITH_AES_256_CBC_SHA256"" },",0
"    { 0x000069, ""TLS_DH_RSA_WITH_AES_256_CBC_SHA256"" },",0
"    { 0x00006A, ""TLS_DHE_DSS_WITH_AES_256_CBC_SHA256"" },",0
"    { 0x00006B, ""TLS_DHE_RSA_WITH_AES_256_CBC_SHA256"" },",0
"    { 0x00006C, ""TLS_DH_anon_WITH_AES_128_CBC_SHA256"" },",0
"    { 0x00006D, ""TLS_DH_anon_WITH_AES_256_CBC_SHA256"" },",0
"    /* 0x00,0x6E-83 Unassigned  */",0
"    { 0x000084, ""TLS_RSA_WITH_CAMELLIA_256_CBC_SHA"" },",0
"    { 0x000085, ""TLS_DH_DSS_WITH_CAMELLIA_256_CBC_SHA"" },",0
"    { 0x000086, ""TLS_DH_RSA_WITH_CAMELLIA_256_CBC_SHA"" },",0
"    { 0x000087, ""TLS_DHE_DSS_WITH_CAMELLIA_256_CBC_SHA"" },",0
"    { 0x000088, ""TLS_DHE_RSA_WITH_CAMELLIA_256_CBC_SHA"" },",0
"    { 0x000089, ""TLS_DH_anon_WITH_CAMELLIA_256_CBC_SHA"" },",0
    /* RFC 4279 */,0
"    { 0x00008A, ""TLS_PSK_WITH_RC4_128_SHA"" },",0
"    { 0x00008B, ""TLS_PSK_WITH_3DES_EDE_CBC_SHA"" },",0
"    { 0x00008C, ""TLS_PSK_WITH_AES_128_CBC_SHA"" },",0
"    { 0x00008D, ""TLS_PSK_WITH_AES_256_CBC_SHA"" },",0
"    { 0x00008E, ""TLS_DHE_PSK_WITH_RC4_128_SHA"" },",0
"    { 0x00008F, ""TLS_DHE_PSK_WITH_3DES_EDE_CBC_SHA"" },",0
"    { 0x000090, ""TLS_DHE_PSK_WITH_AES_128_CBC_SHA"" },",0
"    { 0x000091, ""TLS_DHE_PSK_WITH_AES_256_CBC_SHA"" },",0
"    { 0x000092, ""TLS_RSA_PSK_WITH_RC4_128_SHA"" },",0
"    { 0x000093, ""TLS_RSA_PSK_WITH_3DES_EDE_CBC_SHA"" },",0
"    { 0x000094, ""TLS_RSA_PSK_WITH_AES_128_CBC_SHA"" },",0
"    { 0x000095, ""TLS_RSA_PSK_WITH_AES_256_CBC_SHA"" },",0
    /* RFC 4162 */,0
"    { 0x000096, ""TLS_RSA_WITH_SEED_CBC_SHA"" },",0
"    { 0x000097, ""TLS_DH_DSS_WITH_SEED_CBC_SHA"" },",0
"    { 0x000098, ""TLS_DH_RSA_WITH_SEED_CBC_SHA"" },",0
"    { 0x000099, ""TLS_DHE_DSS_WITH_SEED_CBC_SHA"" },",0
"    { 0x00009A, ""TLS_DHE_RSA_WITH_SEED_CBC_SHA"" },",0
"    { 0x00009B, ""TLS_DH_anon_WITH_SEED_CBC_SHA"" },",0
    /* RFC 5288 */,0
"    { 0x00009C, ""TLS_RSA_WITH_AES_128_GCM_SHA256"" },",0
"    { 0x00009D, ""TLS_RSA_WITH_AES_256_GCM_SHA384"" },",0
"    { 0x00009E, ""TLS_DHE_RSA_WITH_AES_128_GCM_SHA256"" },",0
"    { 0x00009F, ""TLS_DHE_RSA_WITH_AES_256_GCM_SHA384"" },",0
"    { 0x0000A0, ""TLS_DH_RSA_WITH_AES_128_GCM_SHA256"" },",0
"    { 0x0000A1, ""TLS_DH_RSA_WITH_AES_256_GCM_SHA384"" },",0
"    { 0x0000A2, ""TLS_DHE_DSS_WITH_AES_128_GCM_SHA256"" },",0
"    { 0x0000A3, ""TLS_DHE_DSS_WITH_AES_256_GCM_SHA384"" },",0
"    { 0x0000A4, ""TLS_DH_DSS_WITH_AES_128_GCM_SHA256"" },",0
"    { 0x0000A5, ""TLS_DH_DSS_WITH_AES_256_GCM_SHA384"" },",0
"    { 0x0000A6, ""TLS_DH_anon_WITH_AES_128_GCM_SHA256"" },",0
"    { 0x0000A7, ""TLS_DH_anon_WITH_AES_256_GCM_SHA384"" },",0
    /* RFC 5487 */,0
"    { 0x0000A8, ""TLS_PSK_WITH_AES_128_GCM_SHA256"" },",0
"    { 0x0000A9, ""TLS_PSK_WITH_AES_256_GCM_SHA384"" },",0
"    { 0x0000AA, ""TLS_DHE_PSK_WITH_AES_128_GCM_SHA256"" },",0
"    { 0x0000AB, ""TLS_DHE_PSK_WITH_AES_256_GCM_SHA384"" },",0
"    { 0x0000AC, ""TLS_RSA_PSK_WITH_AES_128_GCM_SHA256"" },",0
"    { 0x0000AD, ""TLS_RSA_PSK_WITH_AES_256_GCM_SHA384"" },",0
"    { 0x0000AE, ""TLS_PSK_WITH_AES_128_CBC_SHA256"" },",0
"    { 0x0000AF, ""TLS_PSK_WITH_AES_256_CBC_SHA384"" },",0
"    { 0x0000B0, ""TLS_PSK_WITH_NULL_SHA256"" },",0
"    { 0x0000B1, ""TLS_PSK_WITH_NULL_SHA384"" },",0
"    { 0x0000B2, ""TLS_DHE_PSK_WITH_AES_128_CBC_SHA256"" },",0
"    { 0x0000B3, ""TLS_DHE_PSK_WITH_AES_256_CBC_SHA384"" },",0
"    { 0x0000B4, ""TLS_DHE_PSK_WITH_NULL_SHA256"" },",0
"    { 0x0000B5, ""TLS_DHE_PSK_WITH_NULL_SHA384"" },",0
"    { 0x0000B6, ""TLS_RSA_PSK_WITH_AES_128_CBC_SHA256"" },",0
"    { 0x0000B7, ""TLS_RSA_PSK_WITH_AES_256_CBC_SHA384"" },",0
"    { 0x0000B8, ""TLS_RSA_PSK_WITH_NULL_SHA256"" },",0
"    { 0x0000B9, ""TLS_RSA_PSK_WITH_NULL_SHA384"" },",0
    /* From RFC 5932 */,0
"    { 0x0000BA, ""TLS_RSA_WITH_CAMELLIA_128_CBC_SHA256"" },",0
"    { 0x0000BB, ""TLS_DH_DSS_WITH_CAMELLIA_128_CBC_SHA256"" },",0
"    { 0x0000BC, ""TLS_DH_RSA_WITH_CAMELLIA_128_CBC_SHA256"" },",0
"    { 0x0000BD, ""TLS_DHE_DSS_WITH_CAMELLIA_128_CBC_SHA256"" },",0
"    { 0x0000BE, ""TLS_DHE_RSA_WITH_CAMELLIA_128_CBC_SHA256"" },",0
"    { 0x0000BF, ""TLS_DH_anon_WITH_CAMELLIA_128_CBC_SHA256"" },",0
"    { 0x0000C0, ""TLS_RSA_WITH_CAMELLIA_256_CBC_SHA256"" },",0
"    { 0x0000C1, ""TLS_DH_DSS_WITH_CAMELLIA_256_CBC_SHA256"" },",0
"    { 0x0000C2, ""TLS_DH_RSA_WITH_CAMELLIA_256_CBC_SHA256"" },",0
"    { 0x0000C3, ""TLS_DHE_DSS_WITH_CAMELLIA_256_CBC_SHA256"" },",0
"    { 0x0000C4, ""TLS_DHE_RSA_WITH_CAMELLIA_256_CBC_SHA256"" },",0
"    { 0x0000C5, ""TLS_DH_anon_WITH_CAMELLIA_256_CBC_SHA256"" },",0
"    /* 0x00,0xC6-FE Unassigned  */",0
"    { 0x0000FF, ""TLS_EMPTY_RENEGOTIATION_INFO_SCSV"" },",0
"    /* 0x01-BF,* Unassigned  */",0
    /* From RFC 4492 */,0
"    { 0x00c001, ""TLS_ECDH_ECDSA_WITH_NULL_SHA"" },",0
"    { 0x00c002, ""TLS_ECDH_ECDSA_WITH_RC4_128_SHA"" },",0
